Site,Longitude,Latitude,Var1
IsleOfMay,-1.328776259,55.57069574,-649.3967383
IsleOfMay,-1.320440147,55.57069574,-685.9044694
IsleOfMay,-1.312104035,55.57069574,-722.5664704
IsleOfMay,-1.303767923,55.57069574,-759.3227953
IsleOfMay,-1.295431811,55.57069574,-796.1144774
IsleOfMay,-1.287095699,55.57069574,-832.8843194
IsleOfMay,-1.278759587,55.57069574,-869.5770539
IsleOfMay,-1.66222074,55.57903174,205.0118642
IsleOfMay,-1.653884628,55.57903174,201.0361934
IsleOfMay,-1.645548516,55.57903174,196.4469212
IsleOfMay,-1.637212404,55.57903174,191.2008128
IsleOfMay,-1.628876292,55.57903174,185.252803
IsleOfMay,-1.62054018,55.57903174,178.5554962
IsleOfMay,-1.612204068,55.57903174,171.0574725
IsleOfMay,-1.603867956,55.57903174,162.7054633
IsleOfMay,-1.595531844,55.57903174,153.4704539
IsleOfMay,-1.587195732,55.57903174,143.3193825
IsleOfMay,-1.57885962,55.57903174,132.2142371
IsleOfMay,-1.570523508,55.57903174,120.1232963
IsleOfMay,-1.562187396,55.57903174,107.0184851
IsleOfMay,-1.553851284,55.57903174,92.87090487
IsleOfMay,-1.545515172,55.57903174,77.66757705
IsleOfMay,-1.53717906,55.57903174,61.39325044
IsleOfMay,-1.528842948,55.57903174,44.056291
IsleOfMay,-1.520506836,55.57903174,25.66807517
IsleOfMay,-1.512170724,55.57903174,6.235597049
IsleOfMay,-1.503834612,55.57903174,-14.23899455
IsleOfMay,-1.495498499,55.57903174,-35.75404683
IsleOfMay,-1.487162387,55.57903174,-58.30408739
IsleOfMay,-1.478826275,55.57903174,-81.87731907
IsleOfMay,-1.470490163,55.57903174,-106.4568192
IsleOfMay,-1.462154051,55.57903174,-132.0235755
IsleOfMay,-1.453817939,55.57903174,-158.559492
IsleOfMay,-1.445481827,55.57903174,-186.0432873
IsleOfMay,-1.437145715,55.57903174,-214.4388844
IsleOfMay,-1.428809603,55.57903174,-243.7078624
IsleOfMay,-1.420473491,55.57903174,-273.8142619
IsleOfMay,-1.412137379,55.57903174,-304.7228933
IsleOfMay,-1.403801267,55.57903174,-336.3990548
IsleOfMay,-1.395465155,55.57903174,-368.8091418
IsleOfMay,-1.387129043,55.57903174,-401.9189973
IsleOfMay,-1.378792931,55.57903174,-435.6890872
IsleOfMay,-1.370456819,55.57903174,-470.0719
IsleOfMay,-1.362120707,55.57903174,-505.0146175
IsleOfMay,-1.353784595,55.57903174,-540.4440066
IsleOfMay,-1.345448483,55.57903174,-576.2969552
IsleOfMay,-1.337112371,55.57903174,-612.4994254
IsleOfMay,-1.328776259,55.57903174,-648.9839189
IsleOfMay,-1.320440147,55.57903174,-685.6876315
IsleOfMay,-1.312104035,55.57903174,-722.5495594
IsleOfMay,-1.303767923,55.57903174,-759.507162
IsleOfMay,-1.295431811,55.57903174,-796.4991098
IsleOfMay,-1.287095699,55.57903174,-833.4664154
IsleOfMay,-1.278759587,55.57903174,-870.3521177
IsleOfMay,-1.270423474,55.57903174,-907.1012056
IsleOfMay,-1.66222074,55.58736775,205.3011834
IsleOfMay,-1.653884628,55.58736775,201.442656
IsleOfMay,-1.645548516,55.58736775,196.9660011
IsleOfMay,-1.637212404,55.58736775,191.8274949
IsleOfMay,-1.628876292,55.58736775,185.9819972
IsleOfMay,-1.62054018,55.58736775,179.382669
IsleOfMay,-1.612204068,55.58736775,171.9804736
IsleOfMay,-1.603867956,55.58736775,163.7286323
IsleOfMay,-1.595531844,55.58736775,154.5908293
IsleOfMay,-1.587195732,55.58736775,144.533062
IsleOfMay,-1.57885962,55.58736775,133.5191272
IsleOfMay,-1.570523508,55.58736775,121.5095754
IsleOfMay,-1.562187396,55.58736775,108.4819062
IsleOfMay,-1.553851284,55.58736775,94.40166567
IsleOfMay,-1.545515172,55.58736775,79.25698143
